전표번호,전기일자,입력일시,계정코드,계정과목,차변금액,대변금액,적요,입력자,승인자,is_anomaly,anomaly_type
JE00119,2025-06-02,2025-06-02 15:19,103,보통예금,0,"23,311,300",수수료 이체,정전표,김회계,정상,
JE00120,2025-04-17,2025-04-17 12:16,820,감가상각비,"5,302,600",0,월 감가상각 계상,김회계,박세무,정상,
JE00120,2025-04-17,2025-04-17 12:16,203,감가상각누계액,0,"5,302,600",월 감가상각 계상,김회계,박세무,정상,
JE00121,2025-10-10,2025-10-10 10:10,251,외상매입금,"9,212,800",0,매입대금 지급,김회계,정전표,정상,
JE00121,2025-10-10,2025-10-10 10:10,101,현금,0,"9,212,800",매입대금 지급,김회계,정전표,정상,
JE00122,2025-05-30,2025-05-30 09:14,830,지급수수료,"24,736,900",0,수수료 이체,박세무,최결산,정상,
JE00122,2025-05-30,2025-05-30 09:14,103,보통예금,0,"24,736,900",수수료 이체,박세무,최결산,정상,
JE00123,2025-12-18,2025-12-18 12:59,830,지급수수료,"3,831,800",0,수수료 이체,박세무,이감사,정상,
JE00123,2025-12-18,2025-12-18 12:59,103,보통예금,0,"3,831,800",수수료 이체,박세무,이감사,정상,
JE00124,2025-10-06,2025-10-06 12:41,812,여비교통비,"6,117,500",0,출장 여비 정산,이감사,최결산,정상,
JE00124,2025-10-06,2025-10-06 12:41,101,현금,0,"6,117,500",출장 여비 정산,이감사,최결산,정상,
JE00125,2025-01-31,2025-01-31 11:50,146,상품,"3,843,900",0,상품 매입,박세무,최결산,정상,
JE00125,2025-01-31,2025-01-31 11:50,251,외상매입금,0,"3,843,900",상품 매입,박세무,최결산,정상,
JE00126,2025-08-28,2025-08-28 13:44,830,지급수수료,"6,619,700",0,수수료 이체,최결산,박세무,정상,
JE00126,2025-08-28,2025-08-28 13:44,103,보통예금,0,"6,619,700",수수료 이체,최결산,박세무,정상,
JE00127,2025-09-10,2025-09-10 16:05,811,복리후생비,"28,410,500",0,직원 복리후생,정전표,김회계,정상,
JE00127,2025-09-10,2025-09-10 16:05,103,보통예금,0,"28,410,500",직원 복리후생,정전표,김회계,정상,
JE00128,2025-11-06,2025-11-06 13:01,812,여비교통비,"16,998,900",0,출장 여비 정산,김회계,박세무,정상,
JE00128,2025-11-06,2025-11-06 13:01,101,현금,0,"16,998,900",출장 여비 정산,김회계,박세무,정상,
JE00129,2025-12-11,2025-12-11 13:36,820,감가상각비,"1,187,600",0,월 감가상각 계상,김회계,박세무,정상,
JE00129,2025-12-11,2025-12-11 13:36,203,감가상각누계액,0,"1,187,600",월 감가상각 계상,김회계,박세무,정상,
JE00130,2025-12-01,2025-12-01 16:58,830,지급수수료,"27,308,600",0,수수료 이체,박세무,이감사,정상,
JE00130,2025-12-01,2025-12-01 16:58,103,보통예금,0,"27,308,600",수수료 이체,박세무,이감사,정상,
JE00131,2025-11-24,2025-11-24 16:05,820,감가상각비,"22,952,900",0,월 감가상각 계상,최결산,박세무,정상,
JE00131,2025-11-24,2025-11-24 16:05,203,감가상각누계액,0,"22,952,900",월 감가상각 계상,최결산,박세무,정상,
JE00132,2025-06-16,2025-06-16 10:54,812,여비교통비,"17,574,900",0,출장 여비 정산,이감사,최결산,정상,
JE00132,2025-06-16,2025-06-16 10:54,101,현금,0,"17,574,900",출장 여비 정산,이감사,최결산,정상,
JE00133,2025-05-28,2025-05-28 15:52,812,여비교통비,"26,076,800",0,출장 여비 정산,정전표,김회계,정상,
JE00133,2025-05-28,2025-05-28 15:52,101,현금,0,"26,076,800",출장 여비 정산,정전표,김회계,정상,
JE00134,2025-06-11,2025-06-11 13:20,830,지급수수료,"4,716,800",0,수수료 이체,김회계,정전표,정상,
JE00134,2025-06-11,2025-06-11 13:20,103,보통예금,0,"4,716,800",수수료 이체,김회계,정전표,정상,
JE00135,2025-12-03,2025-12-03 17:29,811,복리후생비,"160,300",0,직원 복리후생,최결산,김회계,정상,
JE00135,2025-12-03,2025-12-03 17:29,103,보통예금,0,"160,300",직원 복리후생,최결산,김회계,정상,
JE00136,2025-07-07,2025-07-07 16:40,251,외상매입금,"27,281,100",0,매입대금 지급,최결산,김회계,정상,
JE00136,2025-07-07,2025-07-07 16:40,101,현금,0,"27,281,100",매입대금 지급,최결산,김회계,정상,
JE00137,2025-10-09,2025-10-09 11:59,251,외상매입금,"14,101,400",0,매입대금 지급,박세무,정전표,정상,
JE00137,2025-10-09,2025-10-09 11:59,101,현금,0,"14,101,400",매입대금 지급,박세무,정전표,정상,
JE00138,2025-01-15,2025-01-15 12:45,830,지급수수료,"6,466,200",0,수수료 이체,이감사,최결산,정상,
JE00138,2025-01-15,2025-01-15 12:45,103,보통예금,0,"6,466,200",수수료 이체,이감사,최결산,정상,
JE00139,2025-10-10,2025-10-10 15:05,811,복리후생비,"816,900",0,직원 복리후생,이감사,김회계,정상,
JE00139,2025-10-10,2025-10-10 15:05,103,보통예금,0,"816,900",직원 복리후생,이감사,김회계,정상,
JE00140,2025-11-28,2025-11-28 11:31,830,지급수수료,"6,258,600",0,수수료 이체,박세무,최결산,정상,
JE00140,2025-11-28,2025-11-28 11:31,103,보통예금,0,"6,258,600",수수료 이체,박세무,최결산,정상,
JE00141,2025-09-01,2025-09-01 12:29,812,여비교통비,"25,396,800",0,출장 여비 정산,정전표,이감사,정상,
JE00141,2025-09-01,2025-09-01 12:29,101,현금,0,"25,396,800",출장 여비 정산,정전표,이감사,정상,
JE00142,2025-11-03,2025-11-03 17:47,812,여비교통비,"10,093,400",0,출장 여비 정산,이감사,김회계,정상,
JE00142,2025-11-03,2025-11-03 17:47,101,현금,0,"10,093,400",출장 여비 정산,이감사,김회계,정상,
JE00143,2025-06-24,2025-06-24 17:17,801,급여,"21,854,900",0,직원 급여 지급,김회계,최결산,정상,
JE00143,2025-06-24,2025-06-24 17:17,101,현금,0,"21,854,900",직원 급여 지급,김회계,최결산,정상,
JE00144,2025-03-18,2025-03-18 16:34,801,급여,"25,771,200",0,직원 급여 지급,최결산,박세무,정상,
JE00144,2025-03-18,2025-03-18 16:34,101,현금,0,"25,771,200",직원 급여 지급,최결산,박세무,정상,
JE00145,2025-10-06,2025-10-06 15:29,813,접대비,"29,036,300",0,거래처 접대,박세무,이감사,정상,
JE00145,2025-10-06,2025-10-06 15:29,101,현금,0,"29,036,300",거래처 접대,박세무,이감사,정상,
JE00146,2025-04-30,2025-04-30 15:02,251,외상매입금,"20,178,700",0,매입대금 지급,박세무,정전표,정상,
JE00146,2025-04-30,2025-04-30 15:02,101,현금,0,"20,178,700",매입대금 지급,박세무,정전표,정상,
JE00147,2025-12-08,2025-12-08 11:31,812,여비교통비,"20,341,600",0,출장 여비 정산,김회계,박세무,정상,
JE00147,2025-12-08,2025-12-08 11:31,101,현금,0,"20,341,600",출장 여비 정산,김회계,박세무,정상,
JE00148,2025-02-21,2025-02-21 16:06,811,복리후생비,"17,506,000",0,직원 복리후생,정전표,최결산,정상,
JE00148,2025-02-21,2025-02-21 16:06,103,보통예금,0,"17,506,000",직원 복리후생,정전표,최결산,정상,
JE00149,2025-07-29,2025-07-29 11:04,108,외상매출금,"7,657,800",0,제품 판매,최결산,박세무,정상,
JE00149,2025-07-29,2025-07-29 11:04,401,제품매출,0,"7,657,800",제품 판매,최결산,박세무,정상,
JE00150,2025-12-01,2025-12-01 10:54,813,접대비,"20,939,500",0,거래처 접대,박세무,정전표,정상,
JE00150,2025-12-01,2025-12-01 10:54,101,현금,0,"20,939,500",거래처 접대,박세무,정전표,정상,
JE00151,2025-10-06,2025-10-06 09:39,813,접대비,"25,682,500",0,거래처 접대,김회계,박세무,정상,
JE00151,2025-10-06,2025-10-06 09:39,101,현금,0,"25,682,500",거래처 접대,김회계,박세무,정상,
JE00152,2025-02-17,2025-02-17 15:06,801,급여,"12,026,800",0,직원 급여 지급,김회계,정전표,정상,
JE00152,2025-02-17,2025-02-17 15:06,101,현금,0,"12,026,800",직원 급여 지급,김회계,정전표,정상,
JE00153,2025-01-15,2025-01-15 09:20,146,상품,"15,800,600",0,상품 매입,김회계,최결산,정상,
JE00153,2025-01-15,2025-01-15 09:20,251,외상매입금,0,"15,800,600",상품 매입,김회계,최결산,정상,
JE00154,2025-08-11,2025-08-11 11:15,813,접대비,"19,752,400",0,거래처 접대,정전표,최결산,정상,
JE00154,2025-08-11,2025-08-11 11:15,101,현금,0,"19,752,400",거래처 접대,정전표,최결산,정상,
JE00155,2025-03-31,2025-03-31 11:05,820,감가상각비,"9,540,100",0,월 감가상각 계상,정전표,최결산,정상,
JE00155,2025-03-31,2025-03-31 11:05,203,감가상각누계액,0,"9,540,100",월 감가상각 계상,정전표,최결산,정상,
JE00156,2025-09-12,2025-09-12 11:14,820,감가상각비,"12,726,400",0,월 감가상각 계상,최결산,박세무,정상,
JE00156,2025-09-12,2025-09-12 11:14,203,감가상각누계액,0,"12,726,400",월 감가상각 계상,최결산,박세무,정상,
JE00157,2025-12-08,2025-12-08 09:57,830,지급수수료,"13,486,400",0,수수료 이체,최결산,박세무,정상,
JE00157,2025-12-08,2025-12-08 09:57,103,보통예금,0,"13,486,400",수수료 이체,최결산,박세무,정상,
JE00158,2025-02-07,2025-02-07 16:22,811,복리후생비,"8,382,400",0,직원 복리후생,정전표,박세무,정상,
JE00158,2025-02-07,2025-02-07 16:22,103,보통예금,0,"8,382,400",직원 복리후생,정전표,박세무,정상,
JE00159,2025-08-22,2025-08-22 13:12,812,여비교통비,"13,212,300",0,출장 여비 정산,최결산,정전표,정상,
JE00159,2025-08-22,2025-08-22 13:12,101,현금,0,"13,212,300",출장 여비 정산,최결산,정전표,정상,
JE00160,2025-07-15,2025-07-15 14:36,101,현금,"12,536,400",0,매출채권 회수,박세무,최결산,정상,
JE00160,2025-07-15,2025-07-15 14:36,108,외상매출금,0,"12,536,400",매출채권 회수,박세무,최결산,정상,
JE00161,2025-05-21,2025-05-21 09:36,108,외상매출금,"20,851,600",0,제품 판매,김회계,정전표,정상,
JE00161,2025-05-21,2025-05-21 09:36,401,제품매출,0,"20,851,600",제품 판매,김회계,정전표,정상,
JE00162,2025-11-07,2025-11-07 14:14,801,급여,"12,164,800",0,직원 급여 지급,이감사,최결산,정상,
JE00162,2025-11-07,2025-11-07 14:14,101,현금,0,"12,164,800",직원 급여 지급,이감사,최결산,정상,
JE00163,2025-11-18,2025-11-18 09:19,146,상품,"5,194,100",0,상품 매입,최결산,김회계,정상,
JE00163,2025-11-18,2025-11-18 09:19,251,외상매입금,0,"5,194,100",상품 매입,최결산,김회계,정상,
JE00164,2025-03-10,2025-03-10 10:58,820,감가상각비,"19,229,200",0,월 감가상각 계상,박세무,최결산,정상,
JE00164,2025-03-10,2025-03-10 10:58,203,감가상각누계액,0,"19,229,200",월 감가상각 계상,박세무,최결산,정상,
JE00165,2025-04-14,2025-04-14 11:50,812,여비교통비,"9,308,500",0,출장 여비 정산,정전표,박세무,정상,
JE00165,2025-04-14,2025-04-14 11:50,101,현금,0,"9,308,500",출장 여비 정산,정전표,박세무,정상,
JE00166,2025-05-20,2025-05-20 11:16,811,복리후생비,"26,408,400",0,직원 복리후생,최결산,박세무,정상,
JE00166,2025-05-20,2025-05-20 11:16,103,보통예금,0,"26,408,400",직원 복리후생,최결산,박세무,정상,
JE00167,2025-08-28,2025-08-28 10:09,813,접대비,"6,138,200",0,거래처 접대,이감사,정전표,정상,
JE00167,2025-08-28,2025-08-28 10:09,101,현금,0,"6,138,200",거래처 접대,이감사,정전표,정상,
JE00168,2025-02-17,2025-02-17 15:00,811,복리후생비,"19,277,100",0,직원 복리후생,박세무,김회계,정상,
JE00168,2025-02-17,2025-02-17 15:00,103,보통예금,0,"19,277,100",직원 복리후생,박세무,김회계,정상,
JE00169,2025-12-11,2025-12-11 13:37,830,지급수수료,"19,424,500",0,수수료 이체,최결산,박세무,정상,
JE00169,2025-12-11,2025-12-11 13:37,103,보통예금,0,"19,424,500",수수료 이체,최결산,박세무,정상,
JE00170,2025-09-01,2025-09-01 09:39,101,현금,"12,359,000",0,매출채권 회수,정전표,박세무,정상,
JE00170,2025-09-01,2025-09-01 09:39,108,외상매출금,0,"12,359,000",매출채권 회수,정전표,박세무,정상,
JE00171,2025-11-28,2025-11-28 10:40,820,감가상각비,"11,706,000",0,월 감가상각 계상,최결산,박세무,정상,
JE00171,2025-11-28,2025-11-28 10:40,203,감가상각누계액,0,"11,706,000",월 감가상각 계상,최결산,박세무,정상,
JE00172,2025-03-13,2025-03-13 09:02,812,여비교통비,"6,217,100",0,출장 여비 정산,박세무,정전표,정상,
JE00172,2025-03-13,2025-03-13 09:02,101,현금,0,"6,217,100",출장 여비 정산,박세무,정전표,정상,
JE00173,2025-05-01,2025-05-01 17:08,101,현금,"5,195,600",0,매출채권 회수,최결산,정전표,정상,
JE00173,2025-05-01,2025-05-01 17:08,108,외상매출금,0,"5,195,600",매출채권 회수,최결산,정전표,정상,
JE00174,2025-08-04,2025-08-04 11:56,813,접대비,"28,421,600",0,거래처 접대,최결산,김회계,정상,
JE00174,2025-08-04,2025-08-04 11:56,101,현금,0,"28,421,600",거래처 접대,최결산,김회계,정상,
JE00175,2025-05-26,2025-05-26 09:44,830,지급수수료,"21,497,000",0,수수료 이체,박세무,이감사,정상,
JE00175,2025-05-26,2025-05-26 09:44,103,보통예금,0,"21,497,000",수수료 이체,박세무,이감사,정상,
JE00176,2025-05-01,2025-05-01 14:06,830,지급수수료,"23,414,800",0,수수료 이체,박세무,최결산,정상,
JE00176,2025-05-01,2025-05-01 14:06,103,보통예금,0,"23,414,800",수수료 이체,박세무,최결산,정상,
JE00177,2025-05-22,2025-05-22 12:07,108,외상매출금,"20,973,900",0,제품 판매,최결산,김회계,정상,
JE00177,2025-05-22,2025-05-22 12:07,401,제품매출,0,"20,973,900",제품 판매,최결산,김회계,정상,
JE00178,2025-01-27,2025-01-27 14:15,251,외상매입금,"1,219,700",0,매입대금 지급,이감사,박세무,정상,
JE00178,2025-01-27,2025-01-27 14:15,101,현금,0,"1,219,700",매입대금 지급,이감사,박세무,정상,
JE00179,2025-04-17,2025-04-17 12:52,101,현금,"29,156,400",0,매출채권 회수,이감사,최결산,정상,
JE00179,2025-04-17,2025-04-17 12:52,108,외상매출금,0,"29,156,400",매출채권 회수,이감사,최결산,정상,
JE00180,2025-05-22,2025-05-22 11:08,146,상품,"248,600",0,상품 매입,정전표,박세무,정상,
JE00180,2025-05-22,2025-05-22 11:08,251,외상매입금,0,"248,600",상품 매입,정전표,박세무,정상,
JE00181,2025-12-05,2025-12-05 09:08,146,상품,"5,863,300",0,상품 매입,김회계,최결산,정상,
JE00181,2025-12-05,2025-12-05 09:08,251,외상매입금,0,"5,863,300",상품 매입,김회계,최결산,정상,
JE00182,2025-01-09,2025-01-09 11:16,251,외상매입금,"17,074,900",0,매입대금 지급,김회계,박세무,정상,
JE00182,2025-01-09,2025-01-09 11:16,101,현금,0,"17,074,900",매입대금 지급,김회계,박세무,정상,
JE00183,2025-02-28,2025-02-28 10:30,812,여비교통비,"27,682,000",0,출장 여비 정산,최결산,박세무,정상,
JE00183,2025-02-28,2025-02-28 10:30,101,현금,0,"27,682,000",출장 여비 정산,최결산,박세무,정상,
JE00184,2025-08-20,2025-08-20 17:14,811,복리후생비,"5,817,500",0,직원 복리후생,정전표,김회계,정상,
JE00184,2025-08-20,2025-08-20 17:14,103,보통예금,0,"5,817,500",직원 복리후생,정전표,김회계,정상,
JE00185,2025-08-25,2025-08-25 09:03,811,복리후생비,"15,914,100",0,직원 복리후생,최결산,정전표,정상,
JE00185,2025-08-25,2025-08-25 09:03,103,보통예금,0,"15,914,100",직원 복리후생,최결산,정전표,정상,
JE00186,2025-09-09,2025-09-09 16:04,812,여비교통비,"5,760,300",0,출장 여비 정산,김회계,최결산,정상,
JE00186,2025-09-09,2025-09-09 16:04,101,현금,0,"5,760,300",출장 여비 정산,김회계,최결산,정상,
JE00187,2025-02-03,2025-02-03 11:17,820,감가상각비,"7,876,900",0,월 감가상각 계상,정전표,박세무,정상,
JE00187,2025-02-03,2025-02-03 11:17,203,감가상각누계액,0,"7,876,900",월 감가상각 계상,정전표,박세무,정상,
JE00188,2025-06-02,2025-06-02 16:32,812,여비교통비,"27,916,400",0,출장 여비 정산,정전표,최결산,정상,
JE00188,2025-06-02,2025-06-02 16:32,101,현금,0,"27,916,400",출장 여비 정산,정전표,최결산,정상,
JE00189,2025-12-02,2025-12-02 17:46,101,현금,"6,098,500",0,매출채권 회수,이감사,정전표,정상,
JE00189,2025-12-02,2025-12-02 17:46,108,외상매출금,0,"6,098,500",매출채권 회수,이감사,정전표,정상,
JE00190,2025-07-31,2025-07-31 14:52,830,지급수수료,"12,079,600",0,수수료 이체,최결산,정전표,정상,
JE00190,2025-07-31,2025-07-31 14:52,103,보통예금,0,"12,079,600",수수료 이체,최결산,정전표,정상,
JE00191,2025-06-10,2025-06-10 15:20,812,여비교통비,"5,085,200",0,출장 여비 정산,박세무,최결산,정상,
JE00191,2025-06-10,2025-06-10 15:20,101,현금,0,"5,085,200",출장 여비 정산,박세무,최결산,정상,
JE00192,2025-02-04,2025-02-04 10:53,146,상품,"24,965,200",0,상품 매입,김회계,이감사,정상,
JE00192,2025-02-04,2025-02-04 10:53,251,외상매입금,0,"24,965,200",상품 매입,김회계,이감사,정상,
JE00193,2025-07-10,2025-07-10 11:35,812,여비교통비,"5,162,700",0,출장 여비 정산,김회계,최결산,정상,
JE00193,2025-07-10,2025-07-10 11:35,101,현금,0,"5,162,700",출장 여비 정산,김회계,최결산,정상,
JE00194,2025-07-01,2025-07-01 15:55,101,현금,"21,638,200",0,매출채권 회수,김회계,최결산,정상,
JE00194,2025-07-01,2025-07-01 15:55,108,외상매출금,0,"21,638,200",매출채권 회수,김회계,최결산,정상,
JE00195,2025-06-30,2025-06-30 10:36,820,감가상각비,"16,481,300",0,월 감가상각 계상,정전표,이감사,정상,
JE00195,2025-06-30,2025-06-30 10:36,203,감가상각누계액,0,"16,481,300",월 감가상각 계상,정전표,이감사,정상,
JE00196,2025-04-25,2025-04-25 10:22,146,상품,"25,380,600",0,상품 매입,정전표,박세무,정상,
JE00196,2025-04-25,2025-04-25 10:22,251,외상매입금,0,"25,380,600",상품 매입,정전표,박세무,정상,
JE00197,2025-10-21,2025-10-21 12:51,101,현금,"14,704,900",0,매출채권 회수,최결산,김회계,정상,
JE00197,2025-10-21,2025-10-21 12:51,108,외상매출금,0,"14,704,900",매출채권 회수,최결산,김회계,정상,
JE00198,2025-01-15,2025-01-15 11:17,820,감가상각비,"14,121,900",0,월 감가상각 계상,박세무,최결산,정상,
JE00198,2025-01-15,2025-01-15 11:17,203,감가상각누계액,0,"14,121,900",월 감가상각 계상,박세무,최결산,정상,
JE00199,2025-04-03,2025-04-03 11:36,813,접대비,"420,100",0,거래처 접대,최결산,김회계,정상,
JE00199,2025-04-03,2025-04-03 11:36,101,현금,0,"420,100",거래처 접대,최결산,김회계,정상,
JE00200,2025-02-17,2025-02-17 17:13,146,상품,"1,707,300",0,상품 매입,최결산,정전표,정상,
JE00200,2025-02-17,2025-02-17 17:13,251,외상매입금,0,"1,707,300",상품 매입,최결산,정전표,정상,
JE00201,2025-03-24,2025-03-24 14:19,830,지급수수료,"500,000,000",0,수수료 이체,박세무,김회계,이상,고액전표
JE00201,2025-03-24,2025-03-24 14:19,103,보통예금,0,"500,000,000",수수료 이체,박세무,김회계,이상,고액전표
JE00202,2025-03-24,2025-03-24 09:43,108,외상매출금,"400,000,000",0,제품 판매,김회계,최결산,이상,고액전표
JE00202,2025-03-24,2025-03-24 09:43,401,제품매출,0,"400,000,000",제품 판매,김회계,최결산,이상,고액전표
JE00203,2025-08-06,2025-08-06 16:38,830,지급수수료,"800,000,000",0,수수료 이체,최결산,정전표,이상,고액전표
JE00203,2025-08-06,2025-08-06 16:38,103,보통예금,0,"800,000,000",수수료 이체,최결산,정전표,이상,고액전표
JE00204,2025-09-22,2025-09-22 10:22,801,급여,"400,000,000",0,직원 급여 지급,최결산,김회계,이상,고액전표
JE00204,2025-09-22,2025-09-22 10:22,101,현금,0,"400,000,000",직원 급여 지급,최결산,김회계,이상,고액전표
JE00205,2025-12-15,2025-12-15 16:33,801,급여,"800,000,000",0,직원 급여 지급,박세무,김회계,이상,고액전표
JE00205,2025-12-15,2025-12-15 16:33,101,현금,0,"800,000,000",직원 급여 지급,박세무,김회계,이상,고액전표
JE00206,2025-11-03,2025-11-03 09:00,251,외상매입금,"20,823,100",0,,이감사,최결산,이상,적요누락
JE00206,2025-11-03,2025-11-03 09:00,101,현금,0,"20,823,100",,이감사,최결산,이상,적요누락
JE00207,2025-05-12,2025-05-12 13:20,251,외상매입금,"7,295,000",0,,김회계,이감사,이상,적요누락
JE00207,2025-05-12,2025-05-12 13:20,101,현금,0,"7,295,000",,김회계,이감사,이상,적요누락
JE00208,2025-03-31,2025-03-31 11:24,830,지급수수료,"22,678,700",0,,정전표,이감사,이상,적요누락
JE00208,2025-03-31,2025-03-31 11:24,103,보통예금,0,"22,678,700",,정전표,이감사,이상,적요누락
JE00209,2025-12-09,2025-12-09 14:04,811,복리후생비,"29,393,200",0,,최결산,김회계,이상,적요누락
JE00209,2025-12-09,2025-12-09 14:04,103,보통예금,0,"29,393,200",,최결산,김회계,이상,적요누락
JE00210,2025-08-25,2025-08-25 10:55,812,여비교통비,"1,082,500",0,,박세무,정전표,이상,적요누락
JE00210,2025-08-25,2025-08-25 10:55,101,현금,0,"1,082,500",,박세무,정전표,이상,적요누락
JE00211,2026-01-03,2026-01-03 23:26,820,감가상각비,"21,303,400",0,월 감가상각 계상,박세무,김회계,이상,비정상입력시간
JE00211,2026-01-03,2026-01-03 23:26,203,감가상각누계액,0,"21,303,400",월 감가상각 계상,박세무,김회계,이상,비정상입력시간
JE00212,2025-06-21,2025-06-21 02:51,812,여비교통비,"1,193,400",0,출장 여비 정산,정전표,최결산,이상,비정상입력시간
JE00212,2025-06-21,2025-06-21 02:51,101,현금,0,"1,193,400",출장 여비 정산,정전표,최결산,이상,비정상입력시간
JE00213,2025-08-16,2025-08-16 02:15,813,접대비,"4,720,500",0,거래처 접대,최결산,정전표,이상,비정상입력시간
JE00213,2025-08-16,2025-08-16 02:15,101,현금,0,"4,720,500",거래처 접대,최결산,정전표,이상,비정상입력시간
JE00214,2025-07-26,2025-07-26 03:47,811,복리후생비,"4,223,300",0,직원 복리후생,박세무,이감사,이상,비정상입력시간
JE00214,2025-07-26,2025-07-26 03:47,103,보통예금,0,"4,223,300",직원 복리후생,박세무,이감사,이상,비정상입력시간
JE00215,2025-02-15,2025-02-15 23:40,813,접대비,"8,914,900",0,거래처 접대,김회계,박세무,이상,비정상입력시간
JE00215,2025-02-15,2025-02-15 23:40,101,현금,0,"8,914,900",거래처 접대,김회계,박세무,이상,비정상입력시간
JE00216,2025-11-27,2025-11-27 11:15,813,접대비,"18,507,700",0,거래처 접대,김회계,김회계,이상,직무분리위반
JE00216,2025-11-27,2025-11-27 11:15,101,현금,0,"18,507,700",거래처 접대,김회계,김회계,이상,직무분리위반
JE00217,2025-04-14,2025-04-14 11:38,146,상품,"13,520,100",0,상품 매입,이감사,이감사,이상,직무분리위반
JE00217,2025-04-14,2025-04-14 11:38,251,외상매입금,0,"13,520,100",상품 매입,이감사,이감사,이상,직무분리위반
JE00218,2025-11-18,2025-11-18 16:29,101,현금,"9,387,500",0,매출채권 회수,정전표,정전표,이상,직무분리위반
JE00218,2025-11-18,2025-11-18 16:29,108,외상매출금,0,"9,387,500",매출채권 회수,정전표,정전표,이상,직무분리위반
JE00219,2025-12-15,2025-12-15 14:55,820,감가상각비,"23,635,500",0,월 감가상각 계상,박세무,박세무,이상,직무분리위반
JE00219,2025-12-15,2025-12-15 14:55,203,감가상각누계액,0,"23,635,500",월 감가상각 계상,박세무,박세무,이상,직무분리위반
JE00220,2025-02-04,2025-02-04 16:28,146,상품,"23,156,200",0,상품 매입,박세무,박세무,이상,직무분리위반
JE00220,2025-02-04,2025-02-04 16:28,251,외상매입금,0,"23,156,200",상품 매입,박세무,박세무,이상,직무분리위반
JE00221,2025-01-29,2025-01-29 14:32,801,급여,"49,500,000",0,직원 급여 지급,김회계,최결산,이상,한도직전금액
JE00221,2025-01-29,2025-01-29 14:32,101,현금,0,"49,500,000",직원 급여 지급,김회계,최결산,이상,한도직전금액
JE00222,2025-01-20,2025-01-20 09:23,830,지급수수료,"49,800,000",0,수수료 이체,박세무,김회계,이상,한도직전금액
JE00222,2025-01-20,2025-01-20 09:23,103,보통예금,0,"49,800,000",수수료 이체,박세무,김회계,이상,한도직전금액
JE00223,2025-11-03,2025-11-03 17:24,101,현금,"49,500,000",0,매출채권 회수,최결산,김회계,이상,한도직전금액
JE00223,2025-11-03,2025-11-03 17:24,108,외상매출금,0,"49,500,000",매출채권 회수,최결산,김회계,이상,한도직전금액
JE00224,2025-12-01,2025-12-01 12:20,830,지급수수료,"49,500,000",0,수수료 이체,정전표,최결산,이상,한도직전금액
JE00224,2025-12-01,2025-12-01 12:20,103,보통예금,0,"49,500,000",수수료 이체,정전표,최결산,이상,한도직전금액
JE00225,2025-02-03,2025-02-03 16:06,811,복리후생비,"10,000,000",0,직원 복리후생,박세무,김회계,이상,라운드금액
JE00225,2025-02-03,2025-02-03 16:06,103,보통예금,0,"10,000,000",직원 복리후생,박세무,김회계,이상,라운드금액
JE00226,2025-03-31,2025-03-31 09:15,811,복리후생비,"30,000,000",0,직원 복리후생,최결산,정전표,이상,라운드금액
JE00226,2025-03-31,2025-03-31 09:15,103,보통예금,0,"30,000,000",직원 복리후생,최결산,정전표,이상,라운드금액
JE00227,2025-11-10,2025-11-10 11:23,811,복리후생비,"30,000,000",0,직원 복리후생,박세무,최결산,이상,라운드금액
JE00227,2025-11-10,2025-11-10 11:23,103,보통예금,0,"30,000,000",직원 복리후생,박세무,최결산,이상,라운드금액
JE00228,2025-06-23,2025-06-23 09:50,812,여비교통비,"20,000,000",0,출장 여비 정산,박세무,김회계,이상,라운드금액
JE00228,2025-06-23,2025-06-23 09:50,101,현금,0,"20,000,000",출장 여비 정산,박세무,김회계,이상,라운드금액
JE00229,2025-06-30,2025-06-30 13:48,830,지급수수료,"409,100",0,수수료 이체,최결산,정전표,이상,중복전표
JE00229,2025-06-30,2025-06-30 13:48,103,보통예금,0,"409,100",수수료 이체,최결산,정전표,이상,중복전표
JE00230,2025-03-07,2025-03-07 16:35,811,복리후생비,"6,693,400",0,직원 복리후생,이감사,최결산,이상,중복전표
JE00230,2025-03-07,2025-03-07 16:35,103,보통예금,0,"6,693,400",직원 복리후생,이감사,최결산,이상,중복전표
JE00231,2025-06-24,2025-06-24 17:17,801,급여,"21,854,900",0,직원 급여 지급,김회계,최결산,이상,중복전표
JE00231,2025-06-24,2025-06-24 17:17,101,현금,0,"21,854,900",직원 급여 지급,김회계,최결산,이상,중복전표
JE00232,2025-08-04,2025-08-04 11:56,813,접대비,"28,421,600",0,거래처 접대,최결산,김회계,이상,중복전표
JE00232,2025-08-04,2025-08-04 11:56,101,현금,0,"28,421,600",거래처 접대,최결산,김회계,이상,중복전표
합계,,,,,"6,474,814,600","6,474,814,600",,,,,
